Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2018 Avg,2019 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,vs IND,11th,32.75,17500,16.4,40.6,9.7,25.4,26.2,0,0,0,26.09,26.09,100,,55,1.5,18.54,1.1
Deshaun Watson,,,QB,HOU,vs ATL,19th,26.75,15500,12.4,36.4,9.6,20.5,20.5,0,0,0,22.03,22.03,100,,54,1.4,41.74,2.7
Dak Prescott,,,QB,DAL,vs GB,26th,25.25,15500,10.4,32.2,8.7,18,23.6,0,0,0,19.10,19.10,100,,53,1.2,26.22,1.7
Russell Wilson,,,QB,SEA,vs LAR,8th,25.00,15000,12.3,32.6,8.1,18.3,24.1,0,0,0,20.40,20.40,100,,59,1.4,29.92,2
Matt Ryan,,,QB,ATL,@ HOU,31st,22.75,15000,11,31,8.0,22.6,20.5,0,0,0,18.95,18.95,100,,55,1.3,32.90,2.2
Philip Rivers,,,QB,LAC,vs DEN,6th,25.00,15000,11.7,27.2,6.2,18.4,19.2,0,0,0,17.89,17.89,100,,63,1.2,6.14,0.4
Nick Chubb,,,RB,CLE,@ SF,5th,21.75,15000,6.9,28.6,8.7,11.5,20.2,0,0,0,15.57,15.57,100,,35,1,10.40,0.7
Jared Goff,,,QB,LAR,@ SEA,24th,24.00,14500,9.6,30.4,8.3,18.7,17.3,0,0,0,17.92,17.92,100,,48,1.2,18.90,1.3
DeAndre Hopkins,,,WR,HOU,vs ATL,27th,26.75,14500,9.1,27.1,7.2,16.6,12.2,0,0,0,16.34,16.34,100,,51,1.1,12.30,0.8
Keenan Allen,,,WR,LAC,vs DEN,5th,25.00,14500,9,28.2,7.7,13.9,20.1,0,0,0,16.69,16.69,100,,43,1.2,3.80,0.3
Aaron Rodgers,,,QB,GB,@ DAL,10th,21.25,14500,9.7,30.9,8.5,19.7,16.8,0,0,0,18.18,18.18,100,,58,1.3,9.42,0.6
Jacoby Brissett,,,QB,IND,@ KC,30th,22.75,14500,10.2,31.4,8.5,-0.2,19.5,0,0,0,18.69,18.69,100,,8,1.3,11.94,0.8
Baker Mayfield,,,QB,CLE,@ SF,25th,21.75,14500,9.4,26.7,6.9,18.2,14,0,0,0,16.34,16.34,100,,56,1.1,0.00,
Julio Jones,,,WR,ATL,@ HOU,30th,22.75,14000,8.2,30,8.7,16.8,16.8,0,0,0,16.92,16.92,100,,44,1.2,5.70,0.4
Austin Ekeler,,,RB,LAC,vs DEN,28th,25.00,14000,6.7,25.9,7.7,10,23.8,0,0,0,14.37,14.37,100,,32,1,14.80,1.1
Ezekiel Elliott,,,RB,DAL,vs GB,30th,25.25,14000,9.9,30.1,8.1,18.5,15.1,0,0,0,17.96,17.96,100,,53,1.3,16.10,1.2
Jimmy Garoppolo,,,QB,SF,vs CLE,14th,25.75,14000,9,30,8.4,17,15.5,0,0,0,17.35,17.35,100,,26,1.2,14.94,1.1
Robert Woods,,,WR,LAR,@ SEA,18th,24.00,13500,5.2,22.2,6.8,13.1,12,0,0,0,12.00,12.00,100,,36,0.9,7.30,0.5
Davante Adams,,,WR,GB,@ DAL,13th,21.25,13500,0,12.9,8.6,17.5,12.6,0,0,0,0.00,0.00,100,,39,0,,
Odell Beckham Jr.,,,WR,CLE,@ SF,28th,21.75,13500,6.1,26.9,8.3,16,11.8,0,0,0,14.40,14.40,100,,42,1.1,4.00,0.3
Cooper Kupp,,,WR,LAR,@ SEA,18th,24.00,13000,6.2,25,7.5,14.4,18.3,0,0,0,13.74,13.74,100,,40,1.1,22.20,1.7
Melvin Gordon,,,RB,LAC,vs DEN,28th,25.00,13000,2.2,22.9,8.3,18.1,,0,0,0,10.45,10.45,100,,39,0.8,5.80,0.4
Joe Flacco,,,QB,DEN,@ LAC,17th,20.00,13000,7.5,24,6.6,15.9,15.1,0,0,0,14.07,14.07,100,,52,1.1,8.98,0.7
Amari Cooper,,,WR,DAL,vs GB,19th,25.25,13000,5,27.7,9.1,11.7,15.8,0,0,0,14.07,14.07,100,,20,1.1,34.10,2.6
Travis Kelce,,,TE,KC,vs IND,32nd,32.75,13000,8.7,27.4,7.5,14.8,13.7,0,0,0,16.17,16.17,100,,41,1.2,9.00,0.7
Austin Hooper,,,TE,ATL,@ HOU,17th,22.75,12500,3.8,17,5.3,8,14.2,0,0,0,9.09,9.09,100,,22,0.7,10.60,0.8
Aaron Jones,,,RB,GB,@ DAL,12th,21.25,12500,2.6,29.1,10.6,13.2,14.3,0,0,0,13.16,13.16,100,,25,1.1,45.70,3.7
T.Y. Hilton,,,WR,IND,@ KC,31st,22.75,12500,0,17.7,7.8,14.1,17.8,0,0,0,6.03,6.03,100,,28,0.5,5.70,0.5
Chris Carson,,,RB,SEA,vs LAR,23rd,25.00,12000,7.6,23.8,6.5,13.1,12.3,0,0,0,14.08,14.08,100,,47,1.2,18.80,1.6
Brandin Cooks,,,WR,LAR,@ SEA,18th,24.00,12000,3.7,23.2,7.8,13.5,11.5,0,0,0,11.52,11.52,100,,33,1,6.10,0.5
Courtland Sutton,,,WR,DEN,@ LAC,10th,20.00,12000,4.2,17.9,5.5,7.2,13.5,0,0,0,9.66,9.66,100,,38,0.8,17.20,1.4
Jarvis Landry,,,WR,CLE,@ SF,28th,21.75,12000,4.2,19.7,6.2,10.4,10.7,0,0,0,10.43,10.43,100,,46,0.9,9.50,0.8
Todd Gurley,,,RB,LAR,@ SEA,3rd,24.00,11500,2.7,26.2,9.4,21.9,12.9,0,0,0,12.11,12.11,100,,40,1.1,17.20,1.5
Devonta Freeman,,,RB,ATL,@ HOU,2nd,22.75,11500,2,24.3,8.9,5.8,8.9,0,0,0,10.92,10.92,100,,35,0.9,15.50,1.3
Phillip Lindsay,,,RB,DEN,@ LAC,19th,20.00,11500,4.7,21.9,6.9,13.7,12.7,0,0,0,11.56,11.56,100,,27,1,22.70,2
Michael Gallup,,,WR,DAL,vs GB,19th,25.25,11500,1.5,18.7,6.9,6.2,14.6,0,0,0,8.37,8.37,100,,17,0.7,20.80,1.8
Marlon Mack,,,RB,IND,@ KC,26th,22.75,11500,4.8,23.5,7.5,14,13.1,0,0,0,12.29,12.29,100,,25,1.1,16.30,1.4
LeSean McCoy,,,RB,KC,vs IND,13th,32.75,11500,4.3,24.8,8.2,7.9,12.8,0,0,0,12.46,12.46,100,,27,1.1,1.30,0.1
Matt Breida,,,RB,SF,vs CLE,8th,25.75,11500,2.8,17.8,6.0,10.6,9.1,0,0,0,8.83,8.83,100,,8,0.8,26.40,2.3
Tyler Lockett,,,WR,SEA,vs LAR,3rd,25.00,11000,4.9,25.7,8.3,12.2,14.5,0,0,0,13.21,13.21,100,,19,1.2,12.30,1.1
Emmanuel Sanders,,,WR,DEN,@ LAC,10th,20.00,11000,2.4,20.9,7.4,13.6,13.8,0,0,0,9.77,9.77,100,,26,0.9,1.40,0.1
Marquez Valdes-Scantling,,,WR,GB,@ DAL,13th,21.25,11000,3.5,20.3,6.7,5.8,8.9,0,0,0,10.23,10.23,100,,0,0.9,2.30,0.2
Sammy Watkins,,,WR,KC,vs IND,1st,32.75,11000,6.1,26.1,8.0,9.6,16,0,0,0,14.07,14.07,100,,12,1.3,,
George Kittle,,,TE,SF,vs CLE,26th,25.75,11000,4.8,22.8,7.2,13,8.3,0,0,0,12.01,12.01,100,,27,1.1,17.80,1.6
Mohamed Sanu,,,WR,ATL,@ HOU,30th,22.75,10500,2.9,15.6,5.1,9.3,9,0,0,0,7.96,7.96,100,,26,0.8,12.80,1.2
Tyreek Hill,,,WR,KC,vs IND,1st,32.75,10500,0,14.4,9.6,17,3.1,0,0,0,0.00,0.00,100,,33,0,,
Demarcus Robinson,,,WR,KC,vs IND,1st,32.75,10500,4.9,18.4,5.4,4.5,12.5,0,0,0,10.28,10.28,100,,0,1,4.60,0.4
Will Dissly,,,TE,SEA,vs LAR,16th,25.00,10000,3.2,17.2,5.6,7.9,12.9,0,0,0,8.76,8.76,100,,0,0.9,10.80,1.1
Carlos Hyde,,,RB,HOU,vs ATL,14th,26.75,10000,3.2,20.5,6.9,6.7,8.6,0,0,0,10.13,10.13,100,,26,1,12.00,1.2
Geronimo Allison,,,WR,GB,@ DAL,13th,21.25,10000,4.5,15.5,4.4,10.5,7.4,0,0,0,8.92,8.92,100,,0,0.9,3.80,0.4
Darrel Williams,,,RB,KC,vs IND,13th,32.75,10000,6.3,17.8,4.6,5.4,15.3,0,0,0,10.94,10.94,100,,8,1.1,,
Raheem Mostert,,,RB,SF,vs CLE,8th,25.75,10000,0,19.9,9.4,5.9,11,0,0,0,5.84,5.84,100,,0,0.6,3.40,0.3
Greg Zuerlein,,,K,LAR,@ SEA,16th,24.00,9500,4.8,17.3,5.0,11.6,11.8,0,0,0,9.75,9.75,100,,44,1,12.00,1.3
Matt Bryant,,,K,ATL,@ HOU,20th,22.75,9500,3.8,14.3,4.2,8.3,6.3,0,0,0,7.95,7.95,100,,53,0.8,6.00,0.6
Brandon McManus,,,K,DEN,@ LAC,8th,20.00,9500,1.8,13,4.5,6.6,6.8,0,0,0,6.25,6.25,100,,46,0.7,10.00,1.1
Brett Maher,,,K,DAL,vs GB,3rd,25.25,9500,3,15,4.8,8.1,5.8,0,0,0,7.80,7.80,100,,41,0.8,6.00,0.6
Jimmy Graham,,,TE,GB,@ DAL,12th,21.25,9500,1.1,15.1,5.6,6.4,6.4,0,0,0,6.65,6.65,100,,25,0.7,5.60,0.6
Damien Williams,,,RB,KC,vs IND,13th,32.75,9500,0,19.2,7.9,11.8,11.3,0,0,0,7.35,7.35,100,,0,0.8,5.30,0.6
Mecole Hardman,,,WR,KC,vs IND,1st,32.75,9500,3.8,17,5.3,,7.9,0,0,0,9.09,9.09,100,,15,1,9.30,1
Robbie Gould,,,K,SF,vs CLE,29th,25.75,9500,4.4,15.4,4.4,8.7,9.7,0,0,0,8.75,8.75,100,,48,0.9,8.00,0.8
Ka'imi Fairbairn,,,K,HOU,vs ATL,17th,26.75,9000,3,15,4.8,10.1,4.5,0,0,0,7.75,7.75,100,,41,0.9,13.00,1.4
Will Fuller,,,WR,HOU,vs ATL,27th,26.75,9000,1.1,23.6,9.0,12.9,6.3,0,0,0,10.10,10.10,100,,14,1.1,46.70,5.2
Mike Williams,,,WR,LAC,vs DEN,5th,25.00,9000,0,15.7,6.8,9.6,6.6,0,0,0,5.54,5.54,100,,17,0.6,10.40,1.2
Ty Long,,,K,LAC,vs DEN,22nd,25.00,9000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Mason Crosby,,,K,GB,@ DAL,30th,21.25,9000,3.3,13.3,4.0,9.7,6.8,0,0,0,7.30,7.30,100,,47,0.8,10.00,1.1
Jamaal Williams,,,RB,GB,@ DAL,12th,21.25,9000,0,10.1,6.7,6.3,6.1,0,0,0,0.00,0.00,100,,12,0,,
Harrison Butker,,,K,KC,vs IND,7th,32.75,9000,6.3,16.8,4.2,8.9,10.5,0,0,0,10.45,10.45,100,,55,1.2,7.00,0.8
Ricky Seals-Jones,,,TE,CLE,@ SF,4th,21.75,9000,0,10.8,4.8,3.8,8.8,0,0,0,3.60,3.60,100,,0,0.4,0.00,
Jason Myers,,,K,SEA,vs LAR,27th,25.00,8500,2.5,13.2,4.3,9.4,4.8,0,0,0,6.75,6.75,100,,47,0.8,7.00,0.8
Royce Freeman,,,RB,DEN,@ LAC,19th,20.00,8500,5.7,15.4,3.9,6.7,8.9,0,0,0,9.59,9.59,100,,36,1.1,7.70,0.9
Adam Vinatieri,,,K,IND,@ KC,10th,22.75,8500,3.4,14.6,4.5,7.6,5.5,0,0,0,7.85,7.85,100,,43,0.9,13.00,1.5
Zach Pascal,,,WR,IND,@ KC,31st,22.75,8500,0.1,15.6,6.2,3.8,10.8,0,0,0,6.26,6.26,100,,2,0.7,2.50,0.3
Austin Seibert,,,K,CLE,@ SF,6th,21.75,8500,3,13,4.0,,8,0,0,0,7.00,7.00,100,,41,0.8,3.00,0.4
Gerald Everett,,,TE,LAR,@ SEA,23rd,24.00,8000,0.1,10.6,4.2,4.2,5.1,0,0,0,4.32,4.32,100,,0,0.5,17.10,2.1
DK Metcalf,,,WR,SEA,vs LAR,3rd,25.00,8000,1.4,20.6,7.7,,8.3,0,0,0,9.09,9.09,100,,37,1.1,11.40,1.4
Calvin Ridley,,,WR,ATL,@ HOU,30th,22.75,8000,1.3,21.8,8.2,10.9,10.2,0,0,0,9.54,9.54,100,,34,1.2,17.30,2.2
Dontrelle Inman,,,WR,LAC,vs DEN,5th,25.00,8000,0,8.1,5.4,8.3,4.3,0,0,0,0.00,0.00,100,,17,0,,
Randall Cobb,,,WR,DAL,vs GB,19th,25.25,8000,1.4,17.1,6.3,7.5,7.5,0,0,0,7.69,7.69,100,,28,1,6.80,0.9
Eric Ebron,,,TE,IND,@ KC,28th,22.75,8000,1.8,15.3,5.4,11.3,7.2,0,0,0,7.20,7.20,100,,33,0.9,1.30,0.2
Tevin Coleman,,,RB,SF,vs CLE,8th,25.75,8000,0,14.8,7.3,11.1,6.6,0,0,0,3.87,3.87,100,,14,0.5,15.70,2
Jeff Wilson,,,RB,SF,vs CLE,8th,25.75,8000,0,12.3,8.2,6.4,14.6,0,0,0,0.00,0.00,100,,0,0,,
Deebo Samuel,,,WR,SF,vs CLE,14th,25.75,8000,0.9,17.4,6.6,,9,0,0,0,7.49,7.49,100,,33,0.9,0.80,0.1
Malcolm Brown,,,RB,LAR,@ SEA,3rd,24.00,7500,0.8,12.1,4.5,3.7,6.2,0,0,0,5.30,5.30,100,,0,0.7,0.30,0
Rashaad Penny,,,RB,SEA,vs LAR,23rd,25.00,7500,0.5,15.5,6.0,4.9,7.4,0,0,0,6.51,6.51,100,,0,0.9,5.90,0.8
Kenny Stills,,,WR,HOU,vs ATL,27th,26.75,7500,0,9.3,6.2,7.7,7.6,0,0,0,0.00,0.00,100,,16,0,,
Duke Johnson,,,RB,HOU,vs ATL,14th,26.75,7500,2.3,15.1,5.1,6.8,6.6,0,0,0,7.40,7.40,100,,35,1,7.20,1
Noah Fant,,,TE,DEN,@ LAC,15th,20.00,7500,0.1,13.3,5.3,,5.5,0,0,0,5.36,5.36,100,,23,0.7,1.10,0.1
Troymaine Pope,,,RB,LAC,vs DEN,28th,25.00,7500,0,5.7,3.8,,10.4,0,0,0,0.00,0.00,100,,0,0,0.00,
Tony Pollard,,,RB,DAL,vs GB,30th,25.25,7500,0,14.2,7.0,,8.6,0,0,0,3.70,3.70,100,,0,0.5,1.90,0.3
Jason Witten,,,TE,DAL,vs GB,30th,25.25,7500,1.2,13.7,5.0,,7.9,0,0,0,6.17,6.17,100,,28,0.8,4.40,0.6
Chester Rogers,,,WR,IND,@ KC,31st,22.75,7500,0.7,11.2,4.2,5.7,5.4,0,0,0,4.85,4.85,100,,0,0.6,0.00,
Jack Doyle,,,TE,IND,@ KC,28th,22.75,7500,1.1,13.6,5.0,7.9,5.6,0,0,0,6.06,6.06,100,,21,0.8,3.40,0.5
Antonio Callaway,,,WR,CLE,@ SF,28th,21.75,7500,0,12.3,5.4,6.9,,0,0,0,4.22,4.22,100,,0,0.6,0.00,
Dontrell Hilliard,,,RB,CLE,@ SF,5th,21.75,7500,0,7.6,3.1,1.4,10.4,0,0,0,2.93,2.93,100,,0,0.4,0.00,
Marquise Goodwin,,,WR,SF,vs CLE,14th,25.75,7500,0.6,14.9,5.7,6.9,7.2,0,0,0,6.32,6.32,100,,10,0.8,7.10,0.9
C.J. Prosise,,,RB,SEA,vs LAR,23rd,25.00,7000,0,10.2,4.4,1.7,5.6,0,0,0,3.60,3.60,100,,0,0.5,,
Ito Smith,,,RB,ATL,@ HOU,2nd,22.75,7000,1.7,11.2,3.8,6.5,5,0,0,0,5.52,5.52,100,,14,0.8,9.40,1.3
Lance Kendricks,,,TE,LAC,vs DEN,10th,25.00,7000,0,8.3,3.5,2.5,3.3,0,0,0,3.06,3.06,100,,0,0.4,0.00,
Justin Jackson,,,RB,LAC,vs DEN,28th,25.00,7000,0,7.1,4.7,6.3,6.2,0,0,0,0.00,0.00,100,,13,0,,
Parris Campbell,,,WR,IND,@ KC,31st,22.75,7000,0,5.4,3.6,,4,0,0,0,0.00,0.00,100,,10,0,,
Nyheim Hines,,,RB,IND,@ KC,26th,22.75,7000,0.3,14.3,5.6,7.8,4.4,0,0,0,5.86,5.86,100,,23,0.8,6.50,0.9
D'Ernest Johnson,,,RB,CLE,@ SF,5th,21.75,7000,0,4.5,3.0,,3.7,0,0,0,0.00,0.00,100,,0,0,1.10,0.2
Richie James,,,WR,SF,vs CLE,14th,25.75,7000,0,11.3,5.2,2.3,4.3,0,0,0,3.49,3.49,100,,0,0.5,0.00,
Jaron Brown,,,WR,SEA,vs LAR,3rd,25.00,6500,0,10.2,4.5,5.4,5.5,0,0,0,3.47,3.47,100,,0,0.5,2.60,0.4
Jordan Akins,,,TE,HOU,vs ATL,5th,26.75,6500,1.3,11,3.9,2.3,7.5,0,0,0,5.19,5.19,100,,0,0.8,2.60,0.4
DaeSean Hamilton,,,WR,DEN,@ LAC,10th,20.00,6500,0.4,11.9,4.6,5.7,3.7,0,0,0,5.02,5.02,100,,0,0.8,,
Devin Smith,,,WR,DAL,vs GB,19th,25.25,6500,0,6.5,4.3,,6.6,0,0,0,0.00,0.00,100,,0,0,,
Jordan Wilkins,,,RB,IND,@ KC,26th,22.75,6500,0,9.2,4.0,3.5,4.1,0,0,0,3.17,3.17,100,,0,0.5,2.80,0.4
Derrick Willies,,,WR,CLE,@ SF,28th,21.75,6500,0,3.9,2.6,7.6,,0,0,0,0.00,0.00,100,,0,0,,
Tyler Higbee,,,TE,LAR,@ SEA,23rd,24.00,6000,0,11.3,5.2,4.2,6.4,0,0,0,3.48,3.48,100,,0,0.6,6.20,1
Darren Fells,,,TE,HOU,vs ATL,5th,26.75,6000,0,10.6,4.7,4.4,4.1,0,0,0,3.50,3.50,100,,0,0.6,15.00,2.5
Jeff Heuerman,,,TE,DEN,@ LAC,15th,20.00,6000,0,7.8,3.6,5.6,3.6,0,0,0,2.44,2.44,100,,0,0.4,3.10,0.5
Blake Jarwin,,,TE,DAL,vs GB,30th,25.25,6000,0,12.4,5.5,4.5,5.3,0,0,0,4.19,4.19,100,,0,0.7,,
Kyle Juszczyk,,,RB,SF,vs CLE,8th,25.75,6000,0,5.3,3.5,3.3,4.1,0,0,0,0.00,0.00,100,,13,0,3.00,0.5
Dante Pettis,,,WR,SF,vs CLE,14th,25.75,6000,0,14.8,6.1,7.5,3.9,0,0,0,5.68,5.68,100,,0,0.9,1.60,0.3
Damion Ratley,,,WR,CLE,@ SF,28th,21.75,6000,0,7.7,3.3,4.2,3.6,0,0,0,2.77,2.77,100,,0,0.5,0.00,
Josh Reynolds,,,WR,LAR,@ SEA,18th,24.00,5500,0,10.5,5.0,7.4,0.7,0,0,0,3.03,3.03,100,,4,0.6,1.70,0.3
David Moore,,,WR,SEA,vs LAR,3rd,25.00,5500,0,11.7,5.1,6.3,2.4,0,0,0,4.01,4.01,100,,0,0.7,7.50,1.4
Tavon Austin,,,WR,DAL,vs GB,19th,25.25,5500,0,10.8,6.2,4.1,1.3,0,0,0,1.47,1.47,100,,0,0.3,3.20,0.6
Byron Pringle,,,WR,KC,vs IND,1st,32.75,5500,0,7.5,5.0,,1.5,0,0,0,0.00,0.00,100,,0,0,19.30,3.5
Luke Willson,,,TE,SEA,vs LAR,16th,25.00,5000,0,4.5,3.0,1.5,3.6,0,0,0,0.00,0.00,100,,0,0,1.50,0.3
John Wolford,,,QB,LAR,@ SEA,24th,24.00,5000,0,8.3,5.5,,,0,0,0,0.00,0.00,100,,11,0,,
Jazz Ferguson,,,WR,SEA,vs LAR,3rd,25.00,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Blake Bortles,,,QB,LAR,@ SEA,24th,24.00,5000,0,12.9,8.6,14.2,,0,0,0,0.00,0.00,100,,46,0,,
Darrell Henderson,,,RB,LAR,@ SEA,3rd,24.00,5000,0,9.8,6.5,,0,0,0,0,0.00,0.00,100,,0,0,,
Mike Thomas,,,WR,LAR,@ SEA,18th,24.00,5000,0,4.1,2.7,,,0,0,0,0.00,0.00,100,,0,0,,
Gary Jennings,,,WR,SEA,vs LAR,3rd,25.00,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
Travis Homer,,,RB,SEA,vs LAR,23rd,25.00,5000,0,5,3.3,,,0,0,0,0.00,0.00,100,,3,0,,
Kendall Blanton,,,TE,LAR,@ SEA,23rd,24.00,5000,0,2.3,1.5,,,0,0,0,0.00,0.00,100,,0,0,,
Nsimba Webster,,,WR,LAR,@ SEA,18th,24.00,5000,0,2.1,1.4,,,0,0,0,0.00,0.00,100,,0,0,,
Nick Bellore,,,RB,SEA,vs LAR,23rd,25.00,5000,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Terry Wright,,,WR,SEA,vs LAR,3rd,25.00,5000,0,0,0.0,,,0,0,0,0.00,0.00,100,,0,0,,
John Ursua,,,WR,SEA,vs LAR,3rd,25.00,5000,0,2.6,1.7,,,0,0,0,0.00,0.00,100,,29,0,,
Malik Turner,,,WR,SEA,vs LAR,3rd,25.00,5000,0,4.2,2.8,1.5,4.9,0,0,0,0.00,0.00,100,,22,0,,
Geno Smith,,,QB,SEA,vs LAR,8th,25.00,5000,0,8,5.3,-0.4,,0,0,0,0.00,0.00,100,,0,0,,
Johnny Mundt,,,TE,LAR,@ SEA,23rd,24.00,5000,0,4.1,2.7,1,,0,0,0,0.00,0.00,100,,0,0,,
Jacob Hollister,,,TE,SEA,vs LAR,16th,25.00,5000,0,6.6,4.4,3.6,,0,0,0,0.00,0.00,100,,0,0,,
John Kelly,,,RB,LAR,@ SEA,3rd,24.00,5000,0,8.6,5.7,3.7,,0,0,0,0.00,0.00,100,,25,0,,
JoJo Natson,,,WR,LAR,@ SEA,18th,24.00,5000,0,0.5,0.3,,0,0,0,0,0.00,0.00,100,,0,0,0.00,
Christian Blake,,,WR,ATL,@ HOU,30th,22.75,5000,0,3.5,2.3,,,0,0,0,0.00,0.00,100,,0,0,,
Qadree Ollison,,,RB,ATL,@ HOU,2nd,22.75,5000,0,5.1,3.4,,,0,0,0,0.00,0.00,100,,21,0,,
AJ McCarron,,,QB,HOU,vs ATL,19th,26.75,5000,0,11,7.3,0.1,,0,0,0,0.00,0.00,100,,0,0,,
Matt Schaub,,,QB,ATL,@ HOU,31st,22.75,5000,0,9.2,6.1,0.3,,0,0,0,0.00,0.00,100,,0,0,,
Logan Paulsen,,,TE,HOU,vs ATL,5th,26.75,5000,0,2.7,1.8,2.8,,0,0,0,0.00,0.00,100,,0,0,,
Karan Higdon Jr.,,,RB,HOU,vs ATL,14th,26.75,5000,0,0,,,,0,0,0,0.00,0.00,100,,0,0,,
Jaeden Graham,,,TE,ATL,@ HOU,17th,22.75,5000,0,4.4,2.9,,,0,0,0,0.00,0.00,100,,0,0,,
Buddy Howell,,,RB,HOU,vs ATL,14th,26.75,5000,0,6.2,4.1,0,,0,0,0,0.00,0.00,100,,0,0,,
Luke Stocker,,,TE,ATL,@ HOU,17th,22.75,5000,0,3.3,2.2,2.5,0.9,0,0,0,0.00,0.00,100,,0,0,,
Cullen Gillaspia,,,RB,HOU,vs ATL,14th,26.75,5000,0,0.6,0.4,,,0,0,0,0.00,0.00,100,,0,0,,
DeAndre Carter,,,WR,HOU,vs ATL,27th,26.75,5000,0,4.1,2.7,2.2,0.1,0,0,0,0.00,0.00,100,,0,0,-2.00,
Alex McGough,,,QB,HOU,vs ATL,19th,26.75,5000,0,6.9,4.6,,,0,0,0,0.00,0.00,100,,29,0,,
Kenjon Barner,,,RB,ATL,@ HOU,2nd,22.75,5000,0,3.8,2.5,0.9,0.3,0,0,0,0.00,0.00,100,,0,0,,
Taiwan Jones,,,RB,HOU,vs ATL,14th,26.75,5000,0,2.3,1.5,0,,0,0,0,0.00,0.00,100,,0,0,,
Olamide Zaccheaus,,,WR,ATL,@ HOU,30th,22.75,5000,0,8.7,5.8,,,0,0,0,0.00,0.00,100,,0,0,,
Justin Hardy,,,WR,ATL,@ HOU,30th,22.75,5000,0,4.7,3.1,2,2.4,0,0,0,0.00,0.00,100,,0,0,1.00,0.2
Keke Coutee,,,WR,HOU,vs ATL,27th,26.75,5000,0.2,14.5,5.7,10.2,2.2,0,0,0,5.91,5.91,100,,21,1.2,8.70,1.7
Russell Gage,,,WR,ATL,@ HOU,30th,22.75,5000,0,8,5.3,1.9,0.9,0,0,0,0.00,0.00,100,,12,0,1.70,0.3
Danny Etling,,,QB,ATL,@ HOU,31st,22.75,5000,0,16.8,11.2,,,0,0,0,0.00,0.00,100,,0,0,,
Steven Mitchell,,,WR,HOU,vs ATL,27th,26.75,5000,0,2.9,1.9,,,0,0,0,0.00,0.00,100,,14,0,,
Brandon Powell,,,WR,ATL,@ HOU,30th,22.75,5000,0,4.8,3.2,3.1,,0,0,0,0.00,0.00,100,,0,0,,
Brian Hill,,,RB,ATL,@ HOU,2nd,22.75,5000,0,6,4.0,3,,0,0,0,0.00,0.00,100,,23,0,,
Jerell Adams,,,TE,HOU,vs ATL,5th,26.75,5000,0,3.6,2.4,,,0,0,0,0.00,0.00,100,,14,0,,
Brandon Allen,,,QB,DEN,@ LAC,17th,20.00,5000,0,9.2,6.1,,,0,0,0,0.00,0.00,100,,23,0,,
Tim Patrick,,,WR,DEN,@ LAC,10th,20.00,5000,0,7.8,5.2,4.9,,0,0,0,0.00,0.00,100,,15,0,,
Andre Patton,,,WR,LAC,vs DEN,5th,25.00,5000,0,3.9,2.6,,3.2,0,0,0,0.00,0.00,100,,0,0,,
Andy Janovich,,,RB,DEN,@ LAC,19th,20.00,5000,0,2.7,1.8,,,0,0,0,0.00,0.00,100,,0,0,,
Geremy Davis,,,WR,LAC,vs DEN,5th,25.00,5000,0,5.9,3.9,0,3.5,0,0,0,0.00,0.00,100,,0,0,,
Hunter Henry,,,TE,LAC,vs DEN,10th,25.00,5000,0,7.7,5.1,0,8,0,0,0,0.00,0.00,100,,39,0,,
